name,type,category,capacity_mw,lat,lon,source
Sanwreej JWE,Power Plant (Solar),Thermal/Power Industry,20.0,26.98,72.25,WRI Power Database
Sardargarh,Power Plant (Solar),Thermal/Power Industry,100.0,30.219,74.761,WRI Power Database
Sarkari Tala,Power Plant (Solar),Thermal/Power Industry,5.0,27.697,70.943,WRI Power Database
Satara Wind Farm,Power Plant (Wind),Thermal/Power Industry,100.0,17.2387,73.9096,WRI Power Database
Sattur,Power Plant (Solar),Thermal/Power Industry,50.0,9.41,78.003,WRI Power Database
Satyampet,Power Plant (Solar),Thermal/Power Industry,10.0,16.521,76.811,WRI Power Database
Savda,Power Plant (Solar),Thermal/Power Industry,25.0,23.26,71.782,WRI Power Database
Sayala,Power Plant (Solar),Thermal/Power Industry,20.0,19.21,76.77,WRI Power Database
Seegipalle,Power Plant (Solar),Thermal/Power Industry,50.0,13.935,77.49,WRI Power Database
Shahpur KA,Power Plant (Solar),Thermal/Power Industry,20.0,16.5614,77.0701,WRI Power Database
Shakhapur,Power Plant (Solar),Thermal/Power Industry,100.0,16.544,77.935,WRI Power Database
Shankapur,Power Plant (Solar),Thermal/Power Industry,5.0,18.062,78.417,WRI Power Database
Sharah Bhiyanimani RP,Power Plant (Solar),Thermal/Power Industry,5.0,28.0292,73.0562,WRI Power Database
Sharah Bhiyanimani RR,Power Plant (Solar),Thermal/Power Industry,10.0,28.023,73.061,WRI Power Database
Sharah Bhiyanimani RSMM,Power Plant (Solar),Thermal/Power Industry,5.0,28.029,73.0606,WRI Power Database
Sharah Kishnayat JMIP,Power Plant (Solar),Thermal/Power Industry,5.0,27.966,72.995,WRI Power Database
Sherdi Sharkhandi,Power Plant (Solar),Thermal/Power Industry,5.0,23.3045,73.3094,WRI Power Database
Sherghati,Power Plant (Solar),Thermal/Power Industry,10.0,24.574,84.851,WRI Power Database
Shezhilanallur,Power Plant (Solar),Thermal/Power Industry,100.0,8.917,77.715,WRI Power Database
Shiggaon,Power Plant (Solar),Thermal/Power Industry,20.0,15.028,75.194,WRI Power Database
Shiloj Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,20.8183,71.0063,WRI Power Database
Shinawad,Power Plant (Solar),Thermal/Power Industry,5.0,23.497,73.4235,WRI Power Database
Shirahatti,Power Plant (Solar),Thermal/Power Industry,20.0,15.225,75.565,WRI Power Database
Shirsoli Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,8.5,17.4999,75.781,WRI Power Database
Shirsuphal,Power Plant (Solar),Thermal/Power Industry,52.0,18.316,74.568,WRI Power Database
Shirur,Power Plant (Solar),Thermal/Power Industry,20.0,18.685,77.305,WRI Power Database
Shivaji Nagar,Power Plant (Solar),Thermal/Power Industry,5.0,20.93,74.745,WRI Power Database
Shivasamundra Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,12.3003,77.1638,WRI Power Database
Shivlakha - Backbone Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,23.3585,70.6206,WRI Power Database
Shivlakha - CPEC Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,23.383,70.6146,WRI Power Database
Shivlakha - Konark Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,23.3654,70.6268,WRI Power Database
Shivlakha Backbone II,Power Plant (Solar),Thermal/Power Industry,10.0,23.356,70.618,WRI Power Database
Shree Nashik Wind Farm,Power Plant (Wind),Thermal/Power Industry,10.5,19.845,73.9074,WRI Power Database
Shree Sangli Wind Farm,Power Plant (Wind),Thermal/Power Industry,16.5,17.3031,74.631,WRI Power Database
Shree Southern Wind Farm,Power Plant (Wind),Thermal/Power Industry,2.25,17.5724,74.3386,WRI Power Database
Shri Singaji MALWA TPP,Power Plant (Coal),Thermal/Power Industry,2520.0,22.0971,76.5317,WRI Power Database
Siddapur,Power Plant (Solar),Thermal/Power Industry,40.0,16.915,75.545,WRI Power Database
Siddipet Sky,Power Plant (Solar),Thermal/Power Industry,50.0,18.225,78.995,WRI Power Database
Sindagi,Power Plant (Solar),Thermal/Power Industry,15.0,16.93,76.225,WRI Power Database
Sindhanur,Power Plant (Solar),Thermal/Power Industry,30.0,15.775,76.845,WRI Power Database
Singrauli Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.0,24.1185,82.6415,WRI Power Database
Sircilla Acme,Power Plant (Solar),Thermal/Power Industry,30.0,18.302,78.892,WRI Power Database
Siruguppa,Power Plant (Solar),Thermal/Power Industry,20.0,15.51,76.911,WRI Power Database
Sivaganga Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,9.8043,78.4487,WRI Power Database
Solitaire Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.0,23.9116,71.9324,WRI Power Database
Somaram A,Power Plant (Solar),Thermal/Power Industry,20.0,17.718,78.995,WRI Power Database
Somaram B,Power Plant (Solar),Thermal/Power Industry,20.0,17.723,78.978,WRI Power Database
Somaram C,Power Plant (Solar),Thermal/Power Industry,17.6,17.713,79.019,WRI Power Database
Somaram F,Power Plant (Solar),Thermal/Power Industry,20.0,18.257,78.304,WRI Power Database
Sonu Wind Farm,Power Plant (Wind),Thermal/Power Industry,8.4,27.2081,70.6958,WRI Power Database
Srinivasapura,Power Plant (Solar),Thermal/Power Industry,20.0,13.369,78.365,WRI Power Database
Sujangadh,Power Plant (Solar),Thermal/Power Industry,25.0,22.7257,71.4364,WRI Power Database
Sumilon Shikarpur Wind Farm,Power Plant (Wind),Thermal/Power Industry,3.6,23.2414,70.7262,WRI Power Database
Sumilon Vershamedi Wind Farm,Power Plant (Wind),Thermal/Power Industry,3.6,22.972,70.5443,WRI Power Database
Supa,Power Plant (Solar),Thermal/Power Industry,20.0,25.353,79.769,WRI Power Database
Supe Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.0,18.3198,74.3686,WRI Power Database
Surajbari Creek Wind Farm,Power Plant (Wind),Thermal/Power Industry,30.0,23.3232,70.6417,WRI Power Database
Surel,Power Plant (Solar),Thermal/Power Industry,25.0,23.474,71.583,WRI Power Database
Suriyakheda 1,Power Plant (Solar),Thermal/Power Industry,20.0,24.048,75.347,WRI Power Database
Suriyakheda 2,Power Plant (Solar),Thermal/Power Industry,20.0,24.04,75.346,WRI Power Database
Suryalabh,Power Plant (Solar),Thermal/Power Industry,30.0,27.445,72.481,WRI Power Database
Sutholi,Power Plant (Solar),Thermal/Power Industry,25.0,24.721,75.04,WRI Power Database
T.B. DAM,Power Plant (Hydro),Thermal/Power Industry,36.0,15.2615,76.3379,WRI Power Database
T.N.Pura,Power Plant (Solar),Thermal/Power Industry,20.0,12.055,76.961,WRI Power Database
TADALI,Power Plant (Coal),Thermal/Power Industry,600.0,20.0116,79.2036,WRI Power Database
TADALI SPONGE IRON,Power Plant (Coal),Thermal/Power Industry,33.0,20.0123,79.1863,WRI Power Database
TALCHER,Power Plant (Coal),Thermal/Power Industry,460.0,20.9099,85.2072,WRI Power Database
TALCHER STPS,Power Plant (Coal),Thermal/Power Industry,3000.0,21.0966,85.074,WRI Power Database
TALWANDI SABO,Power Plant (Coal),Thermal/Power Industry,1980.0,29.924,75.2372,WRI Power Database
TAMNAR TPP,Power Plant (Coal),Thermal/Power Industry,2400.0,22.0987,83.4513,WRI Power Database
TANAKPUR,Power Plant (Hydro),Thermal/Power Industry,94.2,29.0057,80.0946,WRI Power Database
TANDA,Power Plant (Coal),Thermal/Power Industry,440.0,26.586,82.602,WRI Power Database
TANIR BAVI,Power Plant (Gas),Thermal/Power Industry,220.0,12.9019,74.816,WRI Power Database
TARAPUR,Power Plant (Nuclear),Thermal/Power Industry,1400.0,19.8294,72.6617,WRI Power Database
TASHIDING,Power Plant (Hydro),Thermal/Power Industry,97.0,27.3403,88.2332,WRI Power Database
TAWA,Power Plant (Hydro),Thermal/Power Industry,13.5,22.5616,77.9635,WRI Power Database
TEESTA  I-III,Power Plant (Hydro),Thermal/Power Industry,67.5,26.4875,88.3155,WRI Power Database
TEESTA -V,Power Plant (Hydro),Thermal/Power Industry,510.0,27.2517,88.4604,WRI Power Database
TEESTA LOW DAM -IV,Power Plant (Hydro),Thermal/Power Industry,160.0,26.9279,88.4562,WRI Power Database
TEESTA LOW DAM-III,Power Plant (Hydro),Thermal/Power Industry,132.0,27.0017,88.443,WRI Power Database
TEESTA-III,Power Plant (Hydro),Thermal/Power Industry,1200.0,27.5981,88.6505,WRI Power Database
TEHRI ST -1,Power Plant (Hydro),Thermal/Power Industry,1000.0,30.3787,78.4795,WRI Power Database
TENUGHAT,Power Plant (Coal),Thermal/Power Industry,420.0,23.7573,85.8936,WRI Power Database
THAL WORKS,Power Plant (Gas),Thermal/Power Industry,30.0,18.7026,72.8709,WRI Power Database
THAMMINAPATNAM TPP,Power Plant (Coal),Thermal/Power Industry,300.0,14.2133,80.0838,WRI Power Database
THANE PLANT,Power Plant (Oil),Thermal/Power Industry,22.5,19.0875,73.0258,WRI Power Database
THIROT,Power Plant (Hydro),Thermal/Power Industry,4.5,32.659,76.7817,WRI Power Database
TILLARI,Power Plant (Hydro),Thermal/Power Industry,60.0,15.8094,74.1588,WRI Power Database
TILLAYA,Power Plant (Hydro),Thermal/Power Industry,4.0,24.3249,85.5198,WRI Power Database
TIRORA TPP,Power Plant (Coal),Thermal/Power Industry,3300.0,21.4129,79.9671,WRI Power Database
TITAGARH,Power Plant (Coal),Thermal/Power Industry,240.0,22.7318,88.371,WRI Power Database
TORANGALLU EXT,Power Plant (Coal),Thermal/Power Industry,600.0,15.1839,76.6622,WRI Power Database
TORANGALLU IMP,Power Plant (Coal),Thermal/Power Industry,260.0,15.1839,76.6622,WRI Power Database
TORR POWER SAB.,Power Plant (Coal),Thermal/Power Industry,422.0,23.0701,72.5933,WRI Power Database
TROMBAY,Power Plant (Oil),Thermal/Power Industry,500.0,19.0004,72.8983,WRI Power Database
TROMBAY GT,Power Plant (Gas),Thermal/Power Industry,180.0,19.0018,72.8967,WRI Power Database
TROMBAY WORKS,Power Plant (Gas),Thermal/Power Industry,18.0,19.0366,72.8892,WRI Power Database
TROMBAY_Coal,Power Plant (Coal),Thermal/Power Industry,750.0,19.0004,72.8983,WRI Power Database
TROMBAY_Oil,Power Plant (Oil),Thermal/Power Industry,150.0,19.0004,72.8983,WRI Power Database
TUIRIAL,Power Plant (Hydro),Thermal/Power Industry,60.0,24.3588,92.8837,WRI Power Database
TUNGABHADRA SUGAR,Power Plant (Biomass),Thermal/Power Industry,28.0,15.6609,76.8756,WRI Power Database
TUTICORIN,Power Plant (Coal),Thermal/Power Industry,1050.0,8.7635,78.1753,WRI Power Database
TUTICORIN JV,Power Plant (Coal),Thermal/Power Industry,1000.0,8.7603,78.1699,WRI Power Database
TUTICORIN- IND BARATH,Power Plant (Coal),Thermal/Power Industry,300.0,8.7635,78.1753,WRI Power Database
TVS Kunnur Wind Farm,Power Plant (Wind),Thermal/Power Industry,9.35,9.9438,77.5077,WRI Power Database
TVS Tirunelveli Wind Farm,Power Plant (Wind),Thermal/Power Industry,14.4,8.9165,77.659,WRI Power Database
TVS Virali Wind Farm,Power Plant (Wind),Thermal/Power Industry,25.5,17.501,74.7001,WRI Power Database
Tadas wind farm,Power Plant (Wind),Thermal/Power Industry,100.0,15.1069,75.1661,WRI Power Database
Tadwai A,Power Plant (Solar),Thermal/Power Industry,30.0,18.278,78.264,WRI Power Database
Tadwai B,Power Plant (Solar),Thermal/Power Industry,15.0,18.246,78.262,WRI Power Database
Tadwai C,Power Plant (Solar),Thermal/Power Industry,30.0,18.256,78.294,WRI Power Database
Tahliwala,Power Plant (Solar),Thermal/Power Industry,15.0,30.345,74.192,WRI Power Database
Talaricheruvu,Power Plant (Solar),Thermal/Power Industry,100.0,14.987,78.047,WRI Power Database
Talaricheruvu II,Power Plant (Solar),Thermal/Power Industry,100.0,14.946,78.059,WRI Power Database
Talcher Kaniha Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,21.0866,85.0987,WRI Power Database
Talmadia A,Power Plant (Solar),Thermal/Power Industry,10.0,18.232,78.343,WRI Power Database
Talmadia B,Power Plant (Solar),Thermal/Power Industry,25.0,18.22,78.324,WRI Power Database
Talmadia C,Power Plant (Solar),Thermal/Power Industry,20.0,18.22,78.303,WRI Power Database
Tandur First,Power Plant (Solar),Thermal/Power Industry,50.0,17.341,77.618,WRI Power Database
Tandur Mahindra,Power Plant (Solar),Thermal/Power Industry,30.0,17.364,77.542,WRI Power Database
Tapovan,Power Plant (Solar),Thermal/Power Industry,14.0,24.461,86.757,WRI Power Database
Tarlupadu,Power Plant (Solar),Thermal/Power Industry,21.0,15.644,79.258,WRI Power Database
Tarnikal,Power Plant (Solar),Thermal/Power Industry,11.0,16.621,78.472,WRI Power Database
Tata Power Gadag Plains Wind Farm,Power Plant (Wind),Thermal/Power Industry,50.4,15.3302,75.5767,WRI Power Database
Tata Wind Farm,Power Plant (Wind),Thermal/Power Industry,50.4,19.1757,74.8441,WRI Power Database
Tattapalle A,Power Plant (Solar),Thermal/Power Industry,10.0,17.446,77.629,WRI Power Database
Teesta Canal,Power Plant (Solar),Thermal/Power Industry,10.0,26.33,88.31,WRI Power Database
Tenga Bhaat Daar Gaon,Power Plant (Solar),Thermal/Power Industry,5.0,21.4928,81.4144,WRI Power Database
Teona Photon,Power Plant (Solar),Thermal/Power Industry,25.0,29.912,75.082,WRI Power Database
Teona Pujarian Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,22.0,27.4137,72.1577,WRI Power Database
Teona Welspun 2,Power Plant (Solar),Thermal/Power Industry,4.1,29.9083,75.0704,WRI Power Database
ThanaKallu,Power Plant (Solar),Thermal/Power Industry,10.0,13.907,78.183,WRI Power Database
That,Power Plant (Solar),Thermal/Power Industry,35.0,26.832,71.812,WRI Power Database
Thekkampatty,Power Plant (Solar),Thermal/Power Industry,4.9,11.25,76.905,WRI Power Database
Theni Wind Farm,Power Plant (Wind),Thermal/Power Industry,24.0,9.9621,77.3709,WRI Power Database
Theni-Dundugul,Power Plant (Solar),Thermal/Power Industry,50.0,10.115,77.69,WRI Power Database
Thimmajipet,Power Plant (Solar),Thermal/Power Industry,8.0,16.675,78.21,WRI Power Database
Thimmalapura,Power Plant (Solar),Thermal/Power Industry,10.0,14.868,76.815,WRI Power Database
Thimmapuram Wind Farm,Power Plant (Wind),Thermal/Power Industry,200.0,14.7053,77.3355,WRI Power Database
Thungathurthy,Power Plant (Solar),Thermal/Power Industry,15.0,16.69,79.225,WRI Power Database
Thunkiballaram,Power Plant (Solar),Thermal/Power Industry,15.0,17.75,78.598,WRI Power Database
Tikar SJG,Power Plant (Solar),Thermal/Power Industry,5.1,22.707,71.413,WRI Power Database
Tikar Waa,Power Plant (Solar),Thermal/Power Industry,10.2,22.708,71.417,WRI Power Database
Tinwari - MB Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,26.5182,72.8536,WRI Power Database
Tinwari AES,Power Plant (Solar),Thermal/Power Industry,5.2,26.524,72.862,WRI Power Database
Tinwari Swiss,Power Plant (Solar),Thermal/Power Industry,5.0,26.534,72.856,WRI Power Database
Tipatturu,Power Plant (Solar),Thermal/Power Industry,20.0,13.396,76.407,WRI Power Database
Tiruchi,Power Plant (Solar),Thermal/Power Industry,10.0,10.92,78.63,WRI Power Database
Tiruchuli,Power Plant (Solar),Thermal/Power Industry,50.0,9.522,78.228,WRI Power Database
Tirumala Tirupati Devasthanams,Power Plant (Solar),Thermal/Power Industry,10.0,13.6344,79.3268,WRI Power Database
Tiruppur,Power Plant (Wind),Thermal/Power Industry,1.5,10.8139,77.3785,WRI Power Database
Tiruppur 2,Power Plant (Wind),Thermal/Power Industry,1.5,10.79,77.33,WRI Power Database
Torrent Gujurat Wind Farm,Power Plant (Wind),Thermal/Power Industry,49.6,22.104,69.8323,WRI Power Database
Tubagere A,Power Plant (Solar),Thermal/Power Industry,8.5,13.37,77.594,WRI Power Database
Tughlakpur,Power Plant (Solar),Thermal/Power Industry,5.0,29.635,78.025,WRI Power Database
Turuvekere,Power Plant (Solar),Thermal/Power Industry,20.0,13.269,76.742,WRI Power Database
U.B.D.C. ST.-I& II,Power Plant (Hydro),Thermal/Power Industry,91.35,32.3367,75.5819,WRI Power Database
U.ROGNICHU,Power Plant (Hydro),Thermal/Power Industry,8.0,27.2614,88.5572,WRI Power Database
UCHPINDA TPP,Power Plant (Coal),Thermal/Power Industry,1440.0,21.8858,83.1215,WRI Power Database
UDUPI TPP,Power Plant (Coal),Thermal/Power Industry,1200.0,13.1596,74.8002,WRI Power Database
UJJAINI,Power Plant (Hydro),Thermal/Power Industry,12.0,18.0723,75.1197,WRI Power Database
UKAI LBC,Power Plant (Hydro),Thermal/Power Industry,5.0,21.2323,73.5917,WRI Power Database
UKAI_Coal,Power Plant (Coal),Thermal/Power Industry,1110.0,21.2093,73.5574,WRI Power Database
UKAI_Hydro,Power Plant (Hydro),Thermal/Power Industry,300.0,21.2478,73.5866,WRI Power Database
UMIAM I II &IV,Power Plant (Hydro),Thermal/Power Industry,96.0,25.6593,91.9003,WRI Power Database
UMTRU (NEW),Power Plant (Hydro),Thermal/Power Industry,11.2,26.0069,91.8114,WRI Power Database
UNCHAHAR,Power Plant (Coal),Thermal/Power Industry,1550.0,25.9131,81.3274,WRI Power Database
UNO SUGEN,Power Plant (Gas),Thermal/Power Industry,382.5,21.3411,72.9895,WRI Power Database
UPL Dharapuram Wind Farm,Power Plant (Wind),Thermal/Power Industry,1.7,10.838,77.5123,WRI Power Database
UPPAR INDRAVATI,Power Plant (Hydro),Thermal/Power Industry,600.0,19.4269,82.8594,WRI Power Database
UPPER KOLAB,Power Plant (Hydro),Thermal/Power Industry,320.0,18.8315,82.5934,WRI Power Database
UPPER SILERU I&II,Power Plant (Hydro),Thermal/Power Industry,240.0,18.0313,82.0179,WRI Power Database
UPPER SINDH I& II,Power Plant (Hydro),Thermal/Power Industry,105.0,34.198,75.1245,WRI Power Database
URAN GT,Power Plant (Gas),Thermal/Power Industry,672.0,18.88,72.9715,WRI Power Database
URAN ONGC,Power Plant (Gas),Thermal/Power Industry,62.6,18.8681,72.9293,WRI Power Database
URI,Power Plant (Hydro),Thermal/Power Industry,480.0,34.1442,74.1857,WRI Power Database
URI -II,Power Plant (Hydro),Thermal/Power Industry,240.0,34.0921,74.0318,WRI Power Database
URUMI,Power Plant (Hydro),Thermal/Power Industry,3.75,11.3727,76.0584,WRI Power Database
UTRAN CCCP EXT,Power Plant (Gas),Thermal/Power Industry,374.571,21.2285,72.8705,WRI Power Database
UTRAULA TPP,Power Plant (Coal),Thermal/Power Industry,90.0,27.3455,82.3166,WRI Power Database
Udumalpet Wind Farm,Power Plant (Wind),Thermal/Power Industry,25.7,10.6143,77.237,WRI Power Database
Ugaras,Power Plant (Solar),Thermal/Power Industry,20.0,26.971,72.127,WRI Power Database
Unchahar,Power Plant (Solar),Thermal/Power Industry,10.0,25.889,81.315,WRI Power Database
Uppara Hosahalli A,Power Plant (Solar),Thermal/Power Industry,20.0,15.518,76.917,WRI Power Database
Urse,Power Plant (Solar),Thermal/Power Industry,5.5,18.7127,73.6448,WRI Power Database
Usmankhera,Power Plant (Solar),Thermal/Power Industry,25.0,30.034,73.904,WRI Power Database
VAIGAI DAM,Power Plant (Hydro),Thermal/Power Industry,13.5,10.0537,77.5905,WRI Power Database
VAITARNA,Power Plant (Hydro),Thermal/Power Industry,60.0,19.7674,73.502,WRI Power Database
VALANTHARVI GT,Power Plant (Gas),Thermal/Power Industry,52.8,9.3279,78.9215,WRI Power Database
VALLUR ntpc/ntecl,Power Plant (Coal),Thermal/Power Industry,1500.0,13.2371,80.3023,WRI Power Database
VALUTHUR GT,Power Plant (Gas),Thermal/Power Industry,187.2,9.3484,78.9235,WRI Power Database
VARAHI,Power Plant (Hydro),Thermal/Power Industry,460.0,13.6576,74.9484,WRI Power Database
VARDHAM BUDNI,Power Plant (Coal),Thermal/Power Industry,25.8,22.7808,77.6515,WRI Power Database
VARDHAM SATLAPUR,Power Plant (Coal),Thermal/Power Industry,30.75,23.0752,77.5526,WRI Power Database
VASAVADATTA CEMENT,Power Plant (Coal),Thermal/Power Industry,50.7,17.1605,77.293,WRI Power Database
VEMAGIRI CCCP,Power Plant (Gas),Thermal/Power Industry,388.5,16.9238,81.8141,WRI Power Database
VENUNAGAR SUGAR,Power Plant (Biomass),Thermal/Power Industry,19.8,17.7382,75.3218,WRI Power Database
VIJAIPUR WORKS,Power Plant (Gas),Thermal/Power Industry,75.0,24.4978,77.1513,WRI Power Database
VIJAYWADA,Power Plant (Coal),Thermal/Power Industry,1260.0,16.5984,80.537,WRI Power Database
VIJAYWADA TPP-IV,Power Plant (Coal),Thermal/Power Industry,500.0,16.5973,80.5382,WRI Power Database
VIJESWARAM GT,Power Plant (Gas),Thermal/Power Industry,272.3,16.9345,81.7245,WRI Power Database
VIKRAM CEMENT,Power Plant (Coal),Thermal/Power Industry,46.0,24.5753,74.8012,WRI Power Database
VINDH_CHAL STPS,Power Plant (Coal),Thermal/Power Industry,4760.0,24.0983,82.6719,WRI Power Database
VIR,Power Plant (Hydro),Thermal/Power Industry,9.0,18.121,74.0968,WRI Power Database
VISHNU PRAYAG,Power Plant (Hydro),Thermal/Power Industry,400.0,30.5669,79.5468,WRI Power Database
VIZAG TPP,Power Plant (Coal),Thermal/Power Industry,1040.0,17.5635,83.1382,WRI Power Database
Vaayu Ashti Wind Farm,Power Plant (Wind),Thermal/Power Industry,50.4,19.108,74.9885,WRI Power Database
Vadekhan,Power Plant (Solar),Thermal/Power Industry,5.0,21.8228,70.0684,WRI Power Database
Vajramatti Acme,Power Plant (Solar),Thermal/Power Industry,80.0,16.24,75.305,WRI Power Database
Vajramatti Energon,Power Plant (Solar),Thermal/Power Industry,100.0,16.32,75.415,WRI Power Database
Valathadippatti,Power Plant (Solar),Thermal/Power Industry,10.0,10.578,78.635,WRI Power Database
Varavoo Kaval Greenko,Power Plant (Solar),Thermal/Power Industry,100.0,14.367,76.58,WRI Power Database
Varavoo Kaval Today,Power Plant (Solar),Thermal/Power Industry,70.0,14.377,76.595,WRI Power Database
Varkute Malawadi,Power Plant (Solar),Thermal/Power Industry,100.0,17.557,74.812,WRI Power Database
Vastan Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,21.4239,73.1273,WRI Power Database
Vedachandur,Power Plant (Solar),Thermal/Power Industry,9.0,10.536,77.908,WRI Power Database
Vedasandur,Power Plant (Solar),Thermal/Power Industry,5.0,10.5254,77.8899,WRI Power Database
Veerapuram,Power Plant (Solar),Thermal/Power Industry,5.0,14.761,76.951,WRI Power Database
Veltoor Renew,Power Plant (Solar),Thermal/Power Industry,100.0,16.529,77.903,WRI Power Database
Veltoor SP,Power Plant (Solar),Thermal/Power Industry,100.0,16.468,77.909,WRI Power Database
Veltoor Suzlon,Power Plant (Solar),Thermal/Power Industry,100.0,16.445,77.867,WRI Power Database
Vemula,Power Plant (Solar),Thermal/Power Industry,10.0,16.78,78.336,WRI Power Database
Vemulapadu,Power Plant (Solar),Thermal/Power Industry,70.0,15.234,78.201,WRI Power Database
Venkatapur,Power Plant (Solar),Thermal/Power Industry,5.0,17.441,78.624,WRI Power Database
Vikarabad,Power Plant (Solar),Thermal/Power Industry,23.0,17.344,77.979,WRI Power Database
Virannapalle,Power Plant (Solar),Thermal/Power Industry,50.0,15.023,77.841,WRI Power Database
Visakhapatnam Port,Power Plant (Solar),Thermal/Power Industry,10.0,17.719,83.255,WRI Power Database
WADI CEMENT PLANT,Power Plant (Coal),Thermal/Power Industry,75.0,17.0552,76.9775,WRI Power Database
WANAKBORI,Power Plant (Coal),Thermal/Power Industry,1470.0,22.8725,73.3588,WRI Power Database
WARDHA WARORA(Sai Wardha Power),Power Plant (Coal),Thermal/Power Industry,540.0,20.2727,78.9792,WRI Power Database
WARDHA WORKS,Power Plant (Coal),Thermal/Power Industry,80.0,20.6964,78.6385,WRI Power Database
WARNA,Power Plant (Hydro),Thermal/Power Industry,16.0,17.1401,73.866,WRI Power Database
WY.CANAL A -D,Power Plant (Hydro),Thermal/Power Industry,62.4,30.3033,77.5684,WRI Power Database
Waddekothapally,Power Plant (Solar),Thermal/Power Industry,42.0,17.505,79.562,WRI Power Database
Wadgam Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.0,22.3172,72.4397,WRI Power Database
Wagdari,Power Plant (Solar),Thermal/Power Industry,50.0,17.605,76.345,WRI Power Database
Walaja,Power Plant (Solar),Thermal/Power Industry,5.0,12.955,79.395,WRI Power Database
Wanaparthy Mytrah,Power Plant (Solar),Thermal/Power Industry,50.0,16.444,78.002,WRI Power Database
Wanaparthy Ostro,Power Plant (Solar),Thermal/Power Industry,50.0,16.424,78.069,WRI Power Database
Warora Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,25.0,20.301,79.0237,WRI Power Database
Weizzmann Forex Idukki Wind Farm,Power Plant (Wind),Thermal/Power Industry,3.6,9.8881,77.2216,WRI Power Database
Wind power project by Riddhi Siddhi Gluco Biols Limited (RSGBL),Power Plant (Wind),Thermal/Power Industry,34.65,8.8709,77.4466,WRI Power Database
Wind power project in Rajasthan,Power Plant (Wind),Thermal/Power Industry,42.0,27.1715,70.6877,WRI Power Database
YAMUNANAGAR TPP,Power Plant (Coal),Thermal/Power Industry,600.0,30.1081,77.3257,WRI Power Database
YASHWANTRAO MOHITE,Power Plant (Biomass),Thermal/Power Industry,16.0,17.1653,74.2456,WRI Power Database
YELHANKA (DG),Power Plant (Oil),Thermal/Power Industry,106.6,13.1156,77.5838,WRI Power Database
YERMARUS TPP,Power Plant (Coal),Thermal/Power Industry,1600.0,16.2949,77.3568,WRI Power Database
Yadgiri,Power Plant (Solar),Thermal/Power Industry,20.0,16.647,77.209,WRI Power Database
Yapadinne A,Power Plant (Solar),Thermal/Power Industry,5.0,16.006,77.757,WRI Power Database
Yapaladinni II,Power Plant (Solar),Thermal/Power Industry,5.0,16.29,77.505,WRI Power Database
Yelesandra Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,3.0,12.8932,78.1654,WRI Power Database
Yelisirur wind power project,Power Plant (Wind),Thermal/Power Industry,25.5,15.2758,75.5811,WRI Power Database
Yellapur,Power Plant (Solar),Thermal/Power Industry,50.0,14.975,74.815,WRI Power Database
ZAWAR MINES,Power Plant (Coal),Thermal/Power Industry,80.0,24.35,73.7477,WRI Power Database
Zaheerabad,Power Plant (Solar),Thermal/Power Industry,50.0,17.659,77.557,WRI Power Database
Zaheerabad 2,Power Plant (Solar),Thermal/Power Industry,10.0,17.654,77.552,WRI Power Database
iEnergy Theni Wind Farm,Power Plant (Wind),Thermal/Power Industry,16.5,9.9344,77.4768,WRI Power Database
Agartala power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,135.0,23.825018,91.287056,GEM Oil & Gas Tracker
Ankleshwar Caustic Plant power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,50.0,21.638747,73.183,GEM Oil & Gas Tracker
Anta power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,419.3,25.1797,76.3188,GEM Oil & Gas Tracker
Arkay Energy Rameswarm power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,150.0,9.328504,78.923287,GEM Oil & Gas Tracker
Assam Gas Based power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,97.0,27.340995,95.406384,GEM Oil & Gas Tracker
Assam Gas Based power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,97.0,27.340995,95.406384,GEM Oil & Gas Tracker
Assam Gas Based power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,97.0,27.340995,95.406384,GEM Oil & Gas Tracker
